"netustm","gender","age","married","urban","native","edulevel","paidwork","happy","household","cntry"
120,"male",37,"not married","rural","non-native","Erhvervsuddannelse",1,6,4,"BE"
30,"female",43,"married","rural","non-native","Gymnasium",1,10,3,"BE"
NA,"female",74,"not married","urban","native","Grundskole",0,7,1,"BE"
60,"male",35,"not married","urban","non-native","Lang videregående",0,4,1,"BE"
7,"male",56,"married","rural","non-native","Erhvervsuddannelse",1,10,3,"BE"
NA,"female",73,"not married","rural","native","Grundskole",0,9,2,"BE"
240,"female",34,"not married","rural","native","Erhvervsuddannelse",1,8,2,"BE"
240,"female",47,"married","rural","native","Kort/Mellemlang videregående",1,8,3,"BE"
NA,"male",51,"not married","rural","native","Gymnasium",0,9,1,"BE"
240,"female",17,"not married","rural","native","Gymnasium",0,8,4,"BE"
180,"female",19,"not married","rural","native","Erhvervsuddannelse",0,8,4,"BE"
180,"female",68,"married","rural","native","Erhvervsuddannelse",1,7,2,"BE"
300,"male",17,"not married","rural","native","Gymnasium",0,8,4,"BE"
60,"female",73,"not married","rural","native","Erhvervsuddannelse",0,7,1,"BE"
NA,"male",40,"married","urban","non-native","Gymnasium",0,7,5,"BE"
120,"male",54,"not married","urban","native","Lang videregående",1,9,2,"BE"
NA,"female",79,"not married","rural","native","Gymnasium",0,8,1,"BE"
180,"male",30,"not married","rural","native","Erhvervsuddannelse",1,9,1,"BE"
30,"female",17,"not married","rural","non-native","Gymnasium",0,7,8,"BE"
60,"female",43,"not married","rural","non-native","Erhvervsuddannelse",1,8,4,"BE"
8,"female",23,"not married","rural","native","Lang videregående",0,9,2,"BE"
9,"female",49,"married","urban","non-native","Lang videregående",1,9,5,"BE"
150,"male",53,"not married","rural","native","Lang videregående",1,8,2,"BE"
240,"female",27,"not married","rural","native","Kort/Mellemlang videregående",1,8,4,"BE"
150,"male",71,"married","rural","non-native","Erhvervsuddannelse",0,8,3,"BE"
NA,"female",73,"not married","rural","native","Erhvervsuddannelse",0,7,1,"BE"
90,"male",22,"not married","rural","native","Erhvervsuddannelse",0,8,6,"BE"
180,"female",69,"not married","urban","native","Lang videregående",0,8,2,"BE"
30,"female",32,"not married","urban","native","Lang videregående",1,9,2,"BE"
300,"male",78,"not married","rural","native","Erhvervsuddannelse",0,9,1,"BE"
240,"female",24,"not married","rural","native","Erhvervsuddannelse",1,3,2,"BE"
120,"male",66,"not married","rural","native","Erhvervsuddannelse",0,9,2,"BE"
8,"female",51,"married","rural","native","Kort/Mellemlang videregående",1,10,4,"BE"
6,"male",48,"married","rural","non-native","Erhvervsuddannelse",1,7,4,"BE"
90,"male",80,"married","urban","native","Lang videregående",0,8,2,"BE"
210,"male",69,"not married","urban","native","Lang videregående",0,8,1,"BE"
60,"male",58,"not married","rural","native","Erhvervsuddannelse",1,6,1,"BE"
NA,"male",63,"not married","rural","native","Lang videregående",1,5,3,"BE"
60,"male",52,"married","rural","native","Kort/Mellemlang videregående",1,10,7,"BE"
120,"female",41,"married","urban","native","Lang videregående",1,9,4,"BE"
180,"female",30,"not married","rural","native","Erhvervsuddannelse",1,8,2,"BE"
NA,"female",73,"married","rural","non-native","Kort/Mellemlang videregående",0,9,2,"BE"
60,"female",37,"married","urban","non-native","Kort/Mellemlang videregående",1,8,4,"BE"
NA,"male",60,"not married","rural","native","Gymnasium",0,8,3,"BE"
120,"male",63,"not married","rural","native","Erhvervsuddannelse",1,5,1,"BE"
120,"female",17,"not married","urban","non-native","Gymnasium",0,9,4,"BE"
210,"male",15,"not married","rural","native","Gymnasium",0,8,4,"BE"
300,"female",20,"not married","rural","native","Erhvervsuddannelse",1,8,4,"BE"
7,"female",20,"not married","rural","native","Erhvervsuddannelse",0,8,4,"BE"
300,"female",88,"not married","urban","non-native","Erhvervsuddannelse",0,7,1,"BE"
NA,"male",45,"married","urban","non-native","Gymnasium",1,7,5,"BE"
60,"male",35,"not married","rural","native","Erhvervsuddannelse",1,4,4,"BE"
150,"male",47,"married","rural","native","Gymnasium",1,8,4,"BE"
6,"male",57,"not married","rural","native","Erhvervsuddannelse",1,8,1,"BE"
6,"male",18,"not married","rural","native","Gymnasium",0,8,4,"BE"
60,"female",56,"married","urban","native","Erhvervsuddannelse",1,8,2,"BE"
NA,"male",72,"married","rural","native","Gymnasium",0,7,2,"BE"
210,"female",32,"married","rural","non-native","Erhvervsuddannelse",1,10,5,"BE"
0,"female",72,"married","rural","native","Gymnasium",0,6,2,"BE"
NA,"female",81,"married","urban","native","Erhvervsuddannelse",0,9,2,"BE"
150,"male",32,"married","rural","non-native","Kort/Mellemlang videregående",1,8,5,"BE"
210,"male",64,"not married","rural","non-native","Lang videregående",1,8,3,"BE"
300,"female",35,"not married","urban","native","Lang videregående",1,8,2,"BE"
30,"female",45,"not married","rural","native","Lang videregående",1,9,5,"BE"
7,"female",54,"not married","rural","native","Kort/Mellemlang videregående",1,8,2,"BE"
60,"male",79,"married","rural","native","Lang videregående",0,9,2,"BE"
330,"male",21,"not married","urban","native","Erhvervsuddannelse",0,9,3,"BE"
180,"male",20,"not married","rural","native","Erhvervsuddannelse",0,7,4,"BE"
NA,"male",39,"married","rural","non-native","Erhvervsuddannelse",0,10,2,"BE"
60,"female",44,"not married","rural","native","Kort/Mellemlang videregående",1,7,2,"BE"
NA,"female",49,"married","urban","non-native","Erhvervsuddannelse",0,5,4,"BE"
240,"male",32,"not married","rural","native","Erhvervsuddannelse",1,7,3,"BE"
120,"male",31,"not married","rural","native","Gymnasium",1,2,4,"BE"
300,"male",43,"not married","rural","native","Erhvervsuddannelse",1,8,4,"BE"
NA,"male",60,"married","rural","native","Gymnasium",1,8,2,"BE"
10,"female",37,"married","rural","native","Kort/Mellemlang videregående",1,8,4,"BE"
240,"female",54,"married","rural","native","Kort/Mellemlang videregående",1,7,2,"BE"
60,"male",75,"not married","urban","native","Lang videregående",0,8,1,"BE"
NA,"female",82,"married","rural","native","Lang videregående",0,4,2,"BE"
8,"male",49,"married","urban","native","Lang videregående",1,9,5,"BE"
8,"female",47,"not married","rural","native","Kort/Mellemlang videregående",1,8,1,"BE"
210,"male",21,"not married","urban","native","Erhvervsuddannelse",1,10,2,"BE"
8,"male",41,"married","urban","non-native","Lang videregående",1,5,2,"BE"
300,"male",53,"not married","rural","native","Kort/Mellemlang videregående",1,7,1,"BE"
90,"male",58,"married","rural","native","Lang videregående",1,8,4,"BE"
NA,"female",74,"not married","rural","native","Gymnasium",0,7,1,"BE"
30,"female",63,"not married","rural","native","Erhvervsuddannelse",0,8,2,"BE"
120,"male",17,"not married","rural","native","Erhvervsuddannelse",0,9,5,"BE"
120,"female",44,"married","rural","native","Lang videregående",1,9,6,"BE"
NA,"female",80,"married","urban","native","Gymnasium",0,8,2,"BE"
NA,"male",67,"not married","urban","non-native","Grundskole",0,7,1,"BE"
60,"female",73,"not married","rural","native","Grundskole",0,8,1,"BE"
90,"female",59,"married","rural","native","Gymnasium",0,7,3,"BE"
270,"male",31,"married","rural","native","Lang videregående",1,7,4,"BE"
NA,"female",52,"not married","rural","non-native","Lang videregående",1,7,3,"BE"
60,"male",999,"not married","urban","native","Erhvervsuddannelse",0,4,1,"BE"
60,"female",49,"not married","rural","native","Erhvervsuddannelse",1,7,2,"BE"
30,"male",21,"not married","rural","native","Erhvervsuddannelse",0,8,4,"BE"
NA,"male",65,"married","rural","native","Kort/Mellemlang videregående",0,8,2,"BE"
90,"female",65,"not married","rural","native","Lang videregående",0,8,1,"BE"
NA,"female",17,"not married","urban","native","Gymnasium",1,7,7,"BE"
NA,"female",74,"married","rural","native","Gymnasium",0,10,2,"BE"
8,"male",38,"not married","rural","native","Lang videregående",1,9,4,"BE"
210,"female",90,"not married","rural","native","Gymnasium",0,8,1,"BE"
330,"male",20,"not married","rural","native","Erhvervsuddannelse",0,7,5,"BE"
6,"female",57,"married","urban","native","Lang videregående",1,5,3,"BE"
120,"female",48,"not married","rural","native","Kort/Mellemlang videregående",1,8,3,"BE"
30,"female",35,"not married","rural","native","Kort/Mellemlang videregående",1,8,1,"BE"
8,"female",54,"not married","urban","native","Lang videregående",1,6,3,"BE"
NA,"female",81,"married","urban","native","Gymnasium",0,9,2,"BE"
8,"male",39,"not married","rural","native","Erhvervsuddannelse",1,8,4,"BE"
8,"male",19,"not married","rural","native","Erhvervsuddannelse",0,10,6,"BE"
180,"male",37,"not married","urban","native","Erhvervsuddannelse",1,8,1,"BE"
NA,"male",36,"not married","rural","native","Lang videregående",1,7,1,"BE"
180,"male",19,"not married","urban","native","Erhvervsuddannelse",1,7,2,"BE"
90,"female",40,"married","urban","native","Kort/Mellemlang videregående",1,8,5,"BE"
90,"female",62,"married","urban","native","Kort/Mellemlang videregående",0,9,2,"BE"
NA,"male",69,"married","rural","non-native","Gymnasium",0,8,2,"BE"
120,"male",34,"married","urban","non-native","Lang videregående",1,8,6,"BE"
240,"female",60,"married","urban","native","Erhvervsuddannelse",1,8,2,"BE"
NA,"female",69,"married","rural","native","Erhvervsuddannelse",0,9,2,"BE"
60,"female",20,"not married","rural","non-native","Erhvervsuddannelse",1,8,7,"BE"
8,"male",44,"married","rural","native","Erhvervsuddannelse",1,10,4,"BE"
180,"male",28,"married","urban","non-native","Erhvervsuddannelse",1,10,2,"BE"
150,"male",64,"married","urban","non-native","Lang videregående",0,10,2,"BE"
120,"male",68,"married","rural","native","Erhvervsuddannelse",0,8,2,"BE"
60,"female",24,"not married","rural","non-native","Gymnasium",1,6,4,"BE"
120,"female",71,"married","rural","native","Kort/Mellemlang videregående",0,8,2,"BE"
60,"female",36,"not married","rural","native","Kort/Mellemlang videregående",1,8,1,"BE"
300,"male",16,"not married","rural","native","Gymnasium",0,9,5,"BE"
NA,"female",80,"married","rural","native","Erhvervsuddannelse",0,8,2,"BE"
180,"male",74,"married","urban","native","Kort/Mellemlang videregående",1,5,2,"BE"
60,"female",39,"not married","rural","native","Kort/Mellemlang videregående",1,7,3,"BE"
NA,"female",18,"not married","urban","native","Grundskole",0,7,4,"BE"
270,"male",60,"married","rural","native","Kort/Mellemlang videregående",1,8,2,"BE"
10,"male",32,"not married","rural","non-native","Erhvervsuddannelse",1,10,7,"BE"
8,"male",28,"not married","rural","native","Erhvervsuddannelse",1,8,3,"BE"
90,"male",53,"not married","rural","native","Erhvervsuddannelse",0,6,2,"BE"
NA,"male",87,"married","rural","native","Kort/Mellemlang videregående",0,7,2,"BE"
NA,"male",74,"married","rural","native","Gymnasium",0,7,2,"BE"
210,"male",55,"married","rural","native","Erhvervsuddannelse",1,9,4,"BE"
6,"male",48,"married","rural","native","Kort/Mellemlang videregående",1,8,4,"BE"
60,"male",72,"married","rural","native","Erhvervsuddannelse",0,8,2,"BE"
180,"female",43,"not married","urban","non-native","Erhvervsuddannelse",1,9,3,"BE"
120,"male",32,"married","rural","native","Erhvervsuddannelse",1,7,2,"BE"
NA,"male",52,"not married","rural","non-native","Gymnasium",0,5,3,"BE"
120,"male",72,"married","rural","native","Lang videregående",0,10,2,"BE"
120,"male",44,"married","rural","native","Lang videregående",1,6,4,"BE"
120,"male",76,"married","rural","native","Lang videregående",0,8,2,"BE"
300,"female",66,"not married","rural","native","Lang videregående",1,8,1,"BE"
8,"female",45,"not married","rural","native","Kort/Mellemlang videregående",1,8,4,"BE"
7,"male",59,"married","urban","native","Erhvervsuddannelse",1,8,4,"BE"
10,"male",50,"married","rural","native","Lang videregående",1,8,6,"BE"
NA,"female",71,"married","rural","native","Kort/Mellemlang videregående",0,9,2,"BE"
60,"female",52,"not married","rural","non-native","Kort/Mellemlang videregående",0,5,2,"BE"
6,"male",47,"not married","rural","native","Grundskole",1,9,4,"BE"
NA,"female",68,"not married","rural","native","Erhvervsuddannelse",0,7,2,"BE"
NA,"female",70,"married","rural","native","Gymnasium",0,7,2,"BE"
180,"female",81,"not married","rural","native","Grundskole",0,10,2,"BE"
180,"male",56,"married","rural","native","Erhvervsuddannelse",1,8,2,"BE"
9,"female",39,"not married","urban","native","Lang videregående",1,7,3,"BE"
300,"male",20,"not married","rural","native","Erhvervsuddannelse",0,9,5,"BE"
180,"female",29,"not married","urban","native","Kort/Mellemlang videregående",1,7,3,"BE"
120,"male",59,"married","rural","native","Erhvervsuddannelse",1,8,3,"BE"
10,"male",57,"not married","rural","native","Kort/Mellemlang videregående",1,9,3,"BE"
90,"female",67,"married","rural","native","Erhvervsuddannelse",0,8,2,"BE"
90,"female",34,"married","rural","non-native","Erhvervsuddannelse",1,7,4,"BE"
NA,"male",72,"married","rural","native","Grundskole",0,8,2,"BE"
NA,"male",67,"married","rural","native","Erhvervsuddannelse",0,9,2,"BE"
150,"female",44,"married","urban","non-native","Erhvervsuddannelse",1,10,2,"BE"
NA,"male",67,"married","rural","native","Erhvervsuddannelse",0,8,2,"BE"
NA,"female",60,"married","rural","native","Kort/Mellemlang videregående",0,9,2,"BE"
NA,"male",57,"not married","urban","native","Lang videregående",0,6,1,"BE"
240,"male",54,"not married","rural","native","Erhvervsuddannelse",0,5,1,"BE"
150,"female",50,"not married","rural","native","Kort/Mellemlang videregående",1,7,2,"BE"
10,"male",47,"married","rural","native","Lang videregående",1,9,4,"BE"
180,"male",30,"married","rural","native","Grundskole",0,7,4,"BE"
300,"male",18,"not married","urban","native","Erhvervsuddannelse",0,8,4,"BE"
30,"male",40,"married","rural","non-native","Grundskole",1,9,6,"BE"
NA,"male",30,"not married","rural","native","Kort/Mellemlang videregående",1,8,2,"BE"
NA,"male",19,"not married","urban","native","Erhvervsuddannelse",1,9,8,"BE"
8,"female",58,"not married","rural","native","Kort/Mellemlang videregående",1,9,2,"BE"
30,"male",73,"married","rural","native","Gymnasium",0,7,2,"BE"
10,"male",39,"married","urban","native","Lang videregående",1,10,5,"BE"
NA,"male",64,"married","rural","native","Gymnasium",0,8,3,"BE"
NA,"male",75,"married","urban","native","Grundskole",0,9,3,"BE"
180,"female",19,"not married","rural","native","Erhvervsuddannelse",0,8,5,"BE"
6,"male",42,"not married","rural","native","Lang videregående",1,8,4,"BE"
120,"female",51,"not married","rural","non-native","Erhvervsuddannelse",0,9,2,"BE"
NA,"male",66,"not married","rural","non-native","Erhvervsuddannelse",0,5,1,"BE"
180,"male",19,"not married","rural","native","Gymnasium",0,8,4,"BE"
150,"female",70,"not married","rural","native","Kort/Mellemlang videregående",0,8,1,"BE"
NA,"female",79,"not married","rural","native","Gymnasium",0,8,1,"BE"
60,"male",76,"not married","rural","native","Kort/Mellemlang videregående",0,8,2,"BE"
20,"female",80,"not married","rural","native","Erhvervsuddannelse",0,6,1,"BE"
NA,"female",67,"married","rural","native","Erhvervsuddannelse",0,8,2,"BE"
NA,"female",29,"not married","rural","native","Lang videregående",1,7,1,"BE"
7,"male",38,"not married","rural","native","Lang videregående",1,9,1,"BE"
300,"female",20,"not married","urban","non-native","Erhvervsuddannelse",0,7,6,"BE"
240,"female",37,"not married","rural","native","Lang videregående",1,7,4,"BE"
240,"female",40,"married","rural","non-native","Lang videregående",1,9,3,"BE"
6,"female",61,"married","urban","native","Kort/Mellemlang videregående",0,8,2,"BE"
123,"female",35,"married","rural","non-native","Kort/Mellemlang videregående",0,3,1,"BE"
75,"female",81,"married","rural","native","Kort/Mellemlang videregående",0,9,2,"BE"
15,"female",68,"married","rural","native","Kort/Mellemlang videregående",0,7,2,"BE"
